p_name,m_name
ギラティナ（オリジンフォルム）,シャドーダイブ
ベトベター,シャドーパンチ
ベトベトン,シャドーパンチ
ゴースト,シャドーパンチ
ゲンガー,シャドーパンチ
サマヨール,シャドーパンチ
ヨノワール,シャドーパンチ
ゴビット,シャドーパンチ
ゴルーグ,シャドーパンチ
マーシャドー,シャドーパンチ
プクリン,じゃれつく
アローラペルシアン,じゃれつく
ペルシアン,じゃれつく
マリル,じゃれつく
マリルリ,じゃれつく
ブルー,じゃれつく
グランブル,じゃれつく
ヒメグマ,じゃれつく
リングマ,じゃれつく
ゴマゾウ,じゃれつく
ドンファン,じゃれつく
ポチエナ,じゃれつく
グラエナ,じゃれつく
マッスグマ,じゃれつく
クチート,じゃれつく
バルビート,じゃれつく
イルミーゼ,じゃれつく
チルット,じゃれつく
チルタリス,じゃれつく
アブソル,じゃれつく
ニャルマー,じゃれつく
ブニャット,じゃれつく
スカンプー,じゃれつく
スカタンク,じゃれつく
チョロネコ,じゃれつく
レパルダス,じゃれつく
クマシュン,じゃれつく
ツンベアー,じゃれつく
ペロッパフ,じゃれつく
ペロリーム,じゃれつく
クズモー,じゃれつく
ドラミドロ,じゃれつく
デデンネ,じゃれつく
クレッフィ,じゃれつく
アマカジ,じゃれつく
アママイコ,じゃれつく
アマージョ,じゃれつく
ネッコアラ,じゃれつく
ミミッキュ,じゃれつく
ジジーロン,じゃれつく
ラプラス,じわれ
カビゴン,じわれ
ウリムー,じわれ
イノムー,じわれ
ゴマゾウ,じわれ
ドンファン,じわれ
ホエルコ,じわれ
ホエルオー,じわれ
バクーダ,じわれ
コータス,じわれ
タマザラシ,じわれ
トドグラー,じわれ
トドゼルガ,じわれ
グラードン,じわれ
タテトプス,じわれ
トリデプス,じわれ
カラナクシ,じわれ
トリトドン,じわれ
ヒポポタス,じわれ
カバルドン,じわれ
マンムー,じわれ
モグリュー,じわれ
ドリュウズ,じわれ
マッギョ,じわれ
ランドロス（けしんフォルム）,じわれ
ランドロス（れいじゅうフォルム）,じわれ
ミニリュウ,しんそく
ハクリュー,しんそく
カイリュー,しんそく
ジグザグマ,しんそく
マッスグマ,しんそく
レックウザ,しんそく
トゲキッス,しんそく
アルセウス,しんそく
アローラロコン,スイープビンタ
ロコン,スイープビンタ
アローラキュウコン,スイープビンタ
キュウコン,スイープビンタ
エイパム,スイープビンタ
ブイゼル,スイープビンタ
フローゼル,スイープビンタ
チラーミィ,スイープビンタ
チラチーノ,スイープビンタ
エビワラー,スカイアッパー
グライガー,スカイアッパー
ワカシャモ,スカイアッパー
バシャーモ,スカイアッパー
キノガッサ,スカイアッパー
ミミロル,スカイアッパー
ミミロップ,スカイアッパー
リオル,スカイアッパー
ルカリオ,スカイアッパー
グライオン,スカイアッパー
ゴロンダ,スカイアッパー
ジャランゴ,スカイアッパー
ジャラランガ,スカイアッパー
フシギダネ,ずつき
フシギソウ,ずつき
フシギバナ,ずつき
ゼニガメ,ずつき
カメール,ずつき
カメックス,ずつき
アローラコラッタ,ずつき
コラッタ,ずつき
アローララッタ,ずつき
ラッタ,ずつき
ニドラン♀,ずつき
ニドリーナ,ずつき
ニドクイン,ずつき
ニドラン♂,ずつき
ニドリーノ,ずつき
ニドキング,ずつき
ピッピ,ずつき
ピクシー,ずつき
アローラロコン,ずつき
ロコン,ずつき
アローラキュウコン,ずつき
キュウコン,ずつき
ズバット,ずつき
ゴルバット,ずつき
コンパン,ずつき
モルフォン,ずつき
アローラディグダ,ずつき
ディグダ,ずつき
アローラダグトリオ,ずつき
ダグトリオ,ずつき
コダック,ずつき
ゴルダック,ずつき
ケーシィ,ずつき
ユンゲラー,ずつき
フーディン,ずつき
ヤドン,ずつき
ヤドラン,ずつき
パウワウ,ずつき
ジュゴン,ずつき
スリープ,ずつき
スリーパー,ずつき
アローラナッシー,ずつき
ナッシー,ずつき
カラカラ,ずつき
アローラガラガラ,ずつき
ガラガラ,ずつき
ベロリンガ,ずつき
サイホーン,ずつき
サイドン,ずつき
ラッキー,ずつき
トサキント,ずつき
アズマオウ,ずつき
バリヤード,ずつき
ルージュラ,ずつき
ケンタロス,ずつき
ラプラス,ずつき
ポリゴン,ずつき
カビゴン,ずつき
ミュウツー,ずつき
ミュウ,ずつき
ホーホー,ずつき
ヨルノズク,ずつき
クロバット,ずつき
ピィ,ずつき
トゲピー,ずつき
トゲチック,ずつき
ネイティ,ずつき
ネイティオ,ずつき
ウソッキー,ずつき
エーフィ,ずつき
ヤドキング,ずつき
キリンリキ,ずつき
ノコッチ,ずつき
ブルー,ずつき
グランブル,ずつき
サニーゴ,ずつき
マンタイン,ずつき
ゴマゾウ,ずつき
ドンファン,ずつき
ポリゴン2,ずつき
オドシシ,ずつき
ムチュール,ずつき
ミルタンク,ずつき
ハピナス,ずつき
ルギア,ずつき
ホウオウ,ずつき
セレビィ,ずつき
ジグザグマ,ずつき
マッスグマ,ずつき
ハスボー,ずつき
ハスブレロ,ずつき
ルンパッパ,ずつき
ラルトス,ずつき
キルリア,ずつき
サーナイト,ずつき
キノココ,ずつき
キノガッサ,ずつき
ゴニョニョ,ずつき
ドゴーム,ずつき
バクオング,ずつき
エネコ,ずつき
エネコロロ,ずつき
ヤミラミ,ずつき
ココドラ,ずつき
コドラ,ずつき
ボスゴドラ,ずつき
アサナン,ずつき
チャーレム,ずつき
ラクライ,ずつき
ライボルト,ずつき
バルビート,ずつき
イルミーゼ,ずつき
キバニア,ずつき
サメハダー,ずつき
ホエルコ,ずつき
ホエルオー,ずつき
コータス,ずつき
バネブー,ずつき
ブーピッグ,ずつき
パッチール,ずつき
ルナトーン,ずつき
ソルロック,ずつき
ナマズン,ずつき
ヤジロン,ずつき
ネンドール,ずつき
ポワルン,ずつき
トロピウス,ずつき
チリーン,ずつき
アブソル,ずつき
ユキワラシ,ずつき
オニゴーリ,ずつき
ジーランス,ずつき
タツベイ,ずつき
コモルー,ずつき
ボーマンダ,ずつき
ダンバル,ずつき
メタング,ずつき
メタグロス,ずつき
ラティアス,ずつき
ラティオス,ずつき
ジラーチ,ずつき
デオキシス,ずつき
ナエトル,ずつき
エンペルト,ずつき
ビッパ,ずつき
ビーダル,ずつき
ズガイドス,ずつき
ラムパルド,ずつき
タテトプス,ずつき
トリデプス,ずつき
ブイゼル,ずつき
フローゼル,ずつき
リーシャン,ずつき
ドータクン,ずつき
ウソハチ,ずつき
ピンプク,ずつき
ゴンベ,ずつき
リオル,ずつき
ルカリオ,ずつき
グレッグル,ずつき
ドクロッグ,ずつき
タマンタ,ずつき
ユキカブリ,ずつき
ユキノオー,ずつき
ベロベルト,ずつき
ドサイドン,ずつき
トゲキッス,ずつき
ポリゴンZ,ずつき
エルレイド,ずつき
ユクシー,ずつき
エムリット,ずつき
アグノム,ずつき
レジギガス,ずつき
クレセリア,ずつき
シェイミ（スカイフォルム）,ずつき
シェイミ（ランドフォルム）,ずつき
アルセウス,ずつき
ビクティニ,ずつき
ポカブ,ずつき
チャオブー,ずつき
エンブオー,ずつき
ミネズミ,ずつき
ミルホッグ,ずつき
ムンナ,ずつき
ムシャーナ,ずつき
ダンゴロ,ずつき
ガントル,ずつき
ギガイアス,ずつき
コロモリ,ずつき
ココロモリ,ずつき
モグリュー,ずつき
ドリュウズ,ずつき
タブンネ,ずつき
ナゲキ,ずつき
ダゲキ,ずつき
バスラオ,ずつき
ダルマッカ,ずつき
ヒヒダルマ,ずつき
ヒヒダルマ（ダルマモード）,ずつき
ズルッグ,ずつき
ズルズキン,ずつき
シンボラー,ずつき
デスマス,ずつき
デスカーン,ずつき
プロトーガ,ずつき
アバゴーラ,ずつき
アーケン,ずつき
アーケオス,ずつき
ゴチム,ずつき
ゴチミル,ずつき
ゴチルゼル,ずつき
ユニラン,ずつき
ダブラン,ずつき
ランクルス,ずつき
シキジカ,ずつき
メブキジカ,ずつき
カブルモ,ずつき
シュバルゴ,ずつき
シビビール,ずつき
シビルドン,ずつき
リグレー,ずつき
オーベム,ずつき
ゴルーグ,ずつき
コマタナ,ずつき
キリキザン,ずつき
バッフロン,ずつき
ウォーグル,ずつき
モノズ,ずつき
ジヘッド,ずつき
サザンドラ,ずつき
メラルバ,ずつき
ウルガモス,ずつき
コバルオン,ずつき
テラキオン,ずつき
ビリジオン,ずつき
レシラム,ずつき
ゼクロム,ずつき
キュレム,ずつき
キュレム（ブラックキュレム）,ずつき
キュレム（ホワイトキュレム）,ずつき
メロエッタ(ステップフォルム),ずつき
メロエッタ（ボイスフォルム),ずつき
ゲノセクト,ずつき
ハリマロン,ずつき
ハリボーグ,ずつき
ブリガロン,ずつき
テールナー,ずつき
マフォクシー,ずつき
シシコ,ずつき
カエンジシ,ずつき
メェークル,ずつき
ゴーゴート,ずつき
ヤンチャム,ずつき
ゴロンダ,ずつき
トリミアン,ずつき
ニャスパー,ずつき
ニャオニクス,ずつき
ギルガルド（シールドフォルム）,ずつき
ギルガルド（ブレードフォルム）,ずつき
ガメノデス,ずつき
チゴラス,ずつき
ガチゴラス,ずつき
アマルス,ずつき
アマルルガ,ずつき
ルチャブル,ずつき
クレベース,ずつき
ゼルネアス,ずつき
イベルタル,ずつき
ジガルデ（10％フォルム）,ずつき
ジガルデ（50％フォルム）,ずつき
ジガルデ（パーフェクトフォルム）,ずつき
フーパ（いましめられしフーパ）,ずつき
フーパ（ときはなたれしフーパ）,ずつき
デカグース,ずつき
マケンカニ,ずつき
ケケンカニ,ずつき
イワンコ,ずつき
ルガルガン（たそがれのすがた）,ずつき
ルガルガン（まひるのすがた）,ずつき
ルガルガン（まよなかのすがた）,ずつき
ヌイコグマ,ずつき
キテルグマ,ずつき
アマカジ,ずつき
アママイコ,ずつき
アマージョ,ずつき
ヤレユータン,ずつき
シルヴァディ,ずつき
メテノ,ずつき
メテノ（中身）,ずつき
ネッコアラ,ずつき
バクガメス,ずつき
トゲデマル,ずつき
ジャラコ,ずつき
ジャランゴ,ずつき
ジャラランガ,ずつき
カプ・ブルル,ずつき
ソルガレオ,ずつき
ウツロイド,ずつき
テッカグヤ,ずつき
マギアナ,ずつき
マーシャドー,ずつき
ツンデツンデ,ずつき
フシギダネ,すてみタックル
フシギソウ,すてみタックル
フシギバナ,すてみタックル
アローラコラッタ,すてみタックル
コラッタ,すてみタックル
アローララッタ,すてみタックル
ラッタ,すてみタックル
プクリン,すてみタックル
ガーディ,すてみタックル
ウインディ,すてみタックル
アローライシツブテ,すてみタックル
イシツブテ,すてみタックル
アローラゴローン,すてみタックル
ゴローン,すてみタックル
アローラゴローニャ,すてみタックル
ゴローニャ,すてみタックル
ポニータ,すてみタックル
ギャロップ,すてみタックル
イワーク,すてみタックル
カラカラ,すてみタックル
ガラガラ,すてみタックル
ラッキー,すてみタックル
ガルーラ,すてみタックル
イーブイ,すてみタックル
カビゴン,すてみタックル
ヒノアラシ,すてみタックル
マグマラシ,すてみタックル
バクフーン,すてみタックル
オタチ,すてみタックル
オオタチ,すてみタックル
トゲピー,すてみタックル
トゲチック,すてみタックル
マリル,すてみタックル
マリルリ,すてみタックル
ウソッキー,すてみタックル
ハネッコ,すてみタックル
ポポッコ,すてみタックル
ワタッコ,すてみタックル
ヒマナッツ,すてみタックル
キマワリ,すてみタックル
ヤンヤンマ,すてみタックル
クヌギダマ,すてみタックル
フォレトス,すてみタックル
ノコッチ,すてみタックル
グライガー,すてみタックル
ハガネール,すてみタックル
ブルー,すてみタックル
グランブル,すてみタックル
ヘラクロス,すてみタックル
ヒメグマ,すてみタックル
リングマ,すてみタックル
ウリムー,すてみタックル
イノムー,すてみタックル
ゴマゾウ,すてみタックル
ドンファン,すてみタックル
ミルタンク,すてみタックル
ハピナス,すてみタックル
ミズゴロウ,すてみタックル
ヌマクロー,すてみタックル
ラグラージ,すてみタックル
マッスグマ,すてみタックル
ノズパス,すてみタックル
エネコ,すてみタックル
ココドラ,すてみタックル
コドラ,すてみタックル
ボスゴドラ,すてみタックル
バルビート,すてみタックル
キバニア,すてみタックル
サメハダー,すてみタックル
ホエルコ,すてみタックル
ホエルオー,すてみタックル
パッチール,すてみタックル
ヘイガニ,すてみタックル
シザリガー,すてみタックル
チリーン,すてみタックル
アブソル,すてみタックル
ジーランス,すてみタックル
カイオーガ,すてみタックル
ジラーチ,すてみタックル
ナエトル,すてみタックル
ハヤシガメ,すてみタックル
ドダイトス,すてみタックル
ムックル,すてみタックル
ムクバード,すてみタックル
ムクホーク,すてみタックル
ビッパ,すてみタックル
ビーダル,すてみタックル
ズガイドス,すてみタックル
ラムパルド,すてみタックル
タテトプス,すてみタックル
トリデプス,すてみタックル
スカンプー,すてみタックル
スカタンク,すてみタックル
フカマル,すてみタックル
ガバイト,すてみタックル
ガブリアス,すてみタックル
ゴンベ,すてみタックル
ヒポポタス,すてみタックル
カバルドン,すてみタックル
ユキカブリ,すてみタックル
ユキノオー,すてみタックル
トゲキッス,すてみタックル
メガヤンマ,すてみタックル
グライオン,すてみタックル
マンムー,すてみタックル
ダイノーズ,すてみタックル
ビクティニ,すてみタックル
シママ,すてみタックル
ゼブライカ,すてみタックル
タブンネ,すてみタックル
フシデ,すてみタックル
ホイーガ,すてみタックル
ペンドラー,すてみタックル
バスラオ,すてみタックル
メグロコ,すてみタックル
ワルビル,すてみタックル
ワルビアル,すてみタックル
シキジカ,すてみタックル
メブキジカ,すてみタックル
カブルモ,すてみタックル
シュバルゴ,すてみタックル
チョボマキ,すてみタックル
アギルダー,すてみタックル
メラルバ,すてみタックル
ウルガモス,すてみタックル
メェークル,すてみタックル
ゴーゴート,すてみタックル
カチコール,すてみタックル
クレベース,すてみタックル
ヨワシ（たんどくのすがた）,すてみタックル
ヨワシ（むれのすがた）,すてみタックル
ドロバンコ,すてみタックル
バンバドロ,すてみタックル
ヌイコグマ,すてみタックル
キテルグマ,すてみタックル
ナゲツケサル,すてみタックル
タイプ:ヌル,すてみタックル
シルヴァディ,すてみタックル
メテノ,すてみタックル
メテノ（中身）,すてみタックル
サンドパン,ストーンエッジ
ニドクイン,ストーンエッジ
ニドキング,ストーンエッジ
アローラダグトリオ,ストーンエッジ
ダグトリオ,ストーンエッジ
オコリザル,ストーンエッジ
カイリキー,ストーンエッジ
アローライシツブテ,ストーンエッジ
イシツブテ,ストーンエッジ
アローラゴローン,ストーンエッジ
ゴローン,ストーンエッジ
アローラゴローニャ,ストーンエッジ
ゴローニャ,ストーンエッジ
アローラベトベター,ストーンエッジ
アローラベトベトン,ストーンエッジ
イワーク,ストーンエッジ
アローラガラガラ,ストーンエッジ
ガラガラ,ストーンエッジ
サワムラー,ストーンエッジ
エビワラー,ストーンエッジ
サイホーン,ストーンエッジ
サイドン,ストーンエッジ
カイロス,ストーンエッジ
ケンタロス,ストーンエッジ
ギャラドス,ストーンエッジ
オムスター,ストーンエッジ
カブトプス,ストーンエッジ
プテラ,ストーンエッジ
カイリュー,ストーンエッジ
ミュウツー,ストーンエッジ
ミュウ,ストーンエッジ
ウソッキー,ストーンエッジ
ヌオー,ストーンエッジ
グライガー,ストーンエッジ
ハガネール,ストーンエッジ
グランブル,ストーンエッジ
ツボツボ,ストーンエッジ
ヘラクロス,ストーンエッジ
リングマ,ストーンエッジ
マグカルゴ,ストーンエッジ
イノムー,ストーンエッジ
サニーゴ,ストーンエッジ
ドンファン,ストーンエッジ
カポエラー,ストーンエッジ
エンテイ,ストーンエッジ
ヨーギラス,ストーンエッジ
サナギラス,ストーンエッジ
バンギラス,ストーンエッジ
バシャーモ,ストーンエッジ
ラグラージ,ストーンエッジ
キノガッサ,ストーンエッジ
ハリテヤマ,ストーンエッジ
ノズパス,ストーンエッジ
クチート,ストーンエッジ
コドラ,ストーンエッジ
ボスゴドラ,ストーンエッジ
バクーダ,ストーンエッジ
コータス,ストーンエッジ
フライゴン,ストーンエッジ
ルナトーン,ストーンエッジ
ソルロック,ストーンエッジ
ナマズン,ストーンエッジ
ネンドール,ストーンエッジ
ユレイドル,ストーンエッジ
アーマルド,ストーンエッジ
アブソル,ストーンエッジ
ジーランス,ストーンエッジ
ボーマンダ,ストーンエッジ
レジロック,ストーンエッジ
グラードン,ストーンエッジ
レックウザ,ストーンエッジ
ドダイトス,ストーンエッジ
ゴウカザル,ストーンエッジ
ズガイドス,ストーンエッジ
ラムパルド,ストーンエッジ
タテトプス,ストーンエッジ
トリデプス,ストーンエッジ
トリトドン,ストーンエッジ
フカマル,ストーンエッジ
ガバイト,ストーンエッジ
ガブリアス,ストーンエッジ
ルカリオ,ストーンエッジ
カバルドン,ストーンエッジ
ドクロッグ,ストーンエッジ
ドサイドン,ストーンエッジ
グライオン,ストーンエッジ
マンムー,ストーンエッジ
エルレイド,ストーンエッジ
ダイノーズ,ストーンエッジ
ウォッシュロトム,ストーンエッジ
カットロトム,ストーンエッジ
スピンロトム,ストーンエッジ
ヒートロトム,ストーンエッジ
フロストロトム,ストーンエッジ
ロトム,ストーンエッジ
ディアルガ,ストーンエッジ
パルキア,ストーンエッジ
ヒードラン,ストーンエッジ
レジギガス,ストーンエッジ
ギラティナ（アナザーフォルム）,ストーンエッジ
ギラティナ（オリジンフォルム）,ストーンエッジ
アルセウス,ストーンエッジ
チャオブー,ストーンエッジ
エンブオー,ストーンエッジ
ダンゴロ,ストーンエッジ
ガントル,ストーンエッジ
ギガイアス,ストーンエッジ
ドッコラー,ストーンエッジ
ドテッコツ,ストーンエッジ
ローブシン,ストーンエッジ
ナゲキ,ストーンエッジ
ダゲキ,ストーンエッジ
メグロコ,ストーンエッジ
ワルビル,ストーンエッジ
ワルビアル,ストーンエッジ
ヒヒダルマ,ストーンエッジ
イシズマイ,ストーンエッジ
イワパレス,ストーンエッジ
プロトーガ,ストーンエッジ
アバゴーラ,ストーンエッジ
アーケン,ストーンエッジ
アーケオス,ストーンエッジ
ツンベアー,ストーンエッジ
マッギョ,ストーンエッジ
コジョフー,ストーンエッジ
コジョンド,ストーンエッジ
ゴビット,ストーンエッジ
ゴルーグ,ストーンエッジ
キリキザン,ストーンエッジ
バッフロン,ストーンエッジ
アイアント,ストーンエッジ
サザンドラ,ストーンエッジ
コバルオン,ストーンエッジ
テラキオン,ストーンエッジ
ビリジオン,ストーンエッジ
レシラム,ストーンエッジ
ゼクロム,ストーンエッジ
ランドロス（けしんフォルム）,ストーンエッジ
ランドロス（れいじゅうフォルム）,ストーンエッジ
キュレム,ストーンエッジ
キュレム（ブラックキュレム）,ストーンエッジ
キュレム（ホワイトキュレム）,ストーンエッジ
ケルディオ,ストーンエッジ
メロエッタ(ステップフォルム),ストーンエッジ
メロエッタ（ボイスフォルム),ストーンエッジ
ハリマロン,ストーンエッジ
ハリボーグ,ストーンエッジ
ブリガロン,ストーンエッジ
ホルビー,ストーンエッジ
ホルード,ストーンエッジ
ヤンチャム,ストーンエッジ
ゴロンダ,ストーンエッジ
カメテテ,ストーンエッジ
ガメノデス,ストーンエッジ
チゴラス,ストーンエッジ
ガチゴラス,ストーンエッジ
アマルス,ストーンエッジ
アマルルガ,ストーンエッジ
ルチャブル,ストーンエッジ
メレシー,ストーンエッジ
カチコール,ストーンエッジ
クレベース,ストーンエッジ
ジガルデ（10％フォルム）,ストーンエッジ
ジガルデ（50％フォルム）,ストーンエッジ
ジガルデ（パーフェクトフォルム）,ストーンエッジ
ディアンシー,ストーンエッジ
マケンカニ,ストーンエッジ
ケケンカニ,ストーンエッジ
イワンコ,ストーンエッジ
ルガルガン（たそがれのすがた）,ストーンエッジ
ルガルガン（まひるのすがた）,ストーンエッジ
ルガルガン（まよなかのすがた）,ストーンエッジ
スナバァ,ストーンエッジ
シロデスナ,ストーンエッジ
メテノ,ストーンエッジ
メテノ（中身）,ストーンエッジ
バクガメス,ストーンエッジ
カプ・ブルル,ストーンエッジ
ソルガレオ,ストーンエッジ
マッシブーン,ストーンエッジ
テッカグヤ,ストーンエッジ
アクジキング,ストーンエッジ
ネクロズマ,ストーンエッジ
マーシャドー,ストーンエッジ
ツンデツンデ,ストーンエッジ
サンド,すなじごく
サンドパン,すなじごく
アローラダグトリオ,すなじごく
ダグトリオ,すなじごく
イワーク,すなじごく
ウソッキー,すなじごく
クヌギダマ,すなじごく
フォレトス,すなじごく
グライガー,すなじごく
ツボツボ,すなじごく
ナックラー,すなじごく
ビブラーバ,すなじごく
フライゴン,すなじごく
ナエトル,すなじごく
ハヤシガメ,すなじごく
ドダイトス,すなじごく
エンペルト,すなじごく
ウソハチ,すなじごく
フカマル,すなじごく
ガバイト,すなじごく
ガブリアス,すなじごく
ヒポポタス,すなじごく
カバルドン,すなじごく
グライオン,すなじごく
メグロコ,すなじごく
ワルビル,すなじごく
ワルビアル,すなじごく
イシズマイ,すなじごく
イワパレス,すなじごく
スナバァ,すなじごく
シロデスナ,すなじごく
ピカチュウ,スパーク
アローライシツブテ,スパーク
ゴローン,スパーク
ゴローニャ,スパーク
コイル,スパーク
レアコイル,スパーク
ビリリダマ,スパーク
マルマイン,スパーク
チョンチー,スパーク
ランターン,スパーク
ライコウ,スパーク
ノズパス,スパーク
ラクライ,スパーク
ライボルト,スパーク
プラスル,スパーク
マイナン,スパーク
ドジョッチ,スパーク
ナマズン,スパーク
コリンク,スパーク
ルクシオ,スパーク
レントラー,スパーク
パチリス,スパーク
ジバコイル,スパーク
ダイノーズ,スパーク
シママ,スパーク
ゼブライカ,スパーク
エモンガ,スパーク
シビシラス,スパーク
シビビール,スパーク
シビルドン,スパーク
マッギョ,スパーク
アゴジムシ,スパーク
デンヂムシ,スパーク
クワガノン,スパーク
トゲデマル,スパーク
カプ・コケコ,スパーク
デンジュモク,スパーク
ニドラン♂,スマートホーン
ニドリーノ,スマートホーン
ニドキング,スマートホーン
ギャロップ,スマートホーン
パウワウ,スマートホーン
ジュゴン,スマートホーン
パルシェン,スマートホーン
サイホーン,スマートホーン
サイドン,スマートホーン
トサキント,スマートホーン
アズマオウ,スマートホーン
ケンタロス,スマートホーン
ラプラス,スマートホーン
ミュウ,スマートホーン
アリアドス,スマートホーン
トゲチック,スマートホーン
ボスゴドラ,スマートホーン
カプ・ブルル,スマートホーン
カプ・レヒレ,スマートホーン
テッカグヤ,スマートホーン
カミツルギ,スマートホーン
ネクロズマ,スマートホーン
アーゴヨン,スマートホーン
ミジュマル,せいなるつるぎ
フタチマル,せいなるつるぎ
ダイケンキ,せいなるつるぎ
コバルオン,せいなるつるぎ
テラキオン,せいなるつるぎ
ビリジオン,せいなるつるぎ
ケルディオ,せいなるつるぎ
ヒトツキ,せいなるつるぎ
ニダンギル,せいなるつるぎ
カミツルギ,せいなるつるぎ
エンテイ,せいなるほのお
ホウオウ,せいなるほのお
ラランテス,ソーラーブレード
リザードン,そらをとぶ
ポッポ,そらをとぶ
ピジョン,そらをとぶ
ピジョット,そらをとぶ
オニスズメ,そらをとぶ
オニドリル,そらをとぶ
ズバット,そらをとぶ
ゴルバット,そらをとぶ
カモネギ,そらをとぶ
ドードー,そらをとぶ
ドードリオ,そらをとぶ
プテラ,そらをとぶ
フリーザー,そらをとぶ
サンダー,そらをとぶ
ファイヤー,そらをとぶ
カイリュー,そらをとぶ
ミュウ,そらをとぶ
ホーホー,そらをとぶ
ヨルノズク,そらをとぶ
クロバット,そらをとぶ
トゲチック,そらをとぶ
ネイティオ,そらをとぶ
ヤミカラス,そらをとぶ
デリバード,そらをとぶ
エアームド,そらをとぶ
ルギア,そらをとぶ
ホウオウ,そらをとぶ
スバメ,そらをとぶ
オオスバメ,そらをとぶ
キャモメ,そらをとぶ
ペリッパー,そらをとぶ
ビブラーバ,そらをとぶ
フライゴン,そらをとぶ
チルット,そらをとぶ
チルタリス,そらをとぶ
トロピウス,そらをとぶ
ボーマンダ,そらをとぶ
ラティアス,そらをとぶ
ラティオス,そらをとぶ
レックウザ,そらをとぶ
ムックル,そらをとぶ
ムクバード,そらをとぶ
ムクホーク,そらをとぶ
フワライド,そらをとぶ
ドンカラス,そらをとぶ
ペラップ,そらをとぶ
トゲキッス,そらをとぶ
ギラティナ（アナザーフォルム）,そらをとぶ
ギラティナ（オリジンフォルム）,そらをとぶ
アルセウス,そらをとぶ
マメパト,そらをとぶ
ハトーボー,そらをとぶ
ケンホロウ,そらをとぶ
コロモリ,そらをとぶ
ココロモリ,そらをとぶ
シンボラー,そらをとぶ
アーケオス,そらをとぶ
コアルヒー,そらをとぶ
スワンナ,そらをとぶ
ゴルーグ,そらをとぶ
ワシボン,そらをとぶ
ウォーグル,そらをとぶ
バルチャイ,そらをとぶ
バルジーナ,そらをとぶ
サザンドラ,そらをとぶ
ウルガモス,そらをとぶ
トルネロス（けしんフォルム）,そらをとぶ
トルネロス（れいじゅうフォルム）,そらをとぶ
ボルトロス（けしんフォルム）,そらをとぶ
ボルトロス（れいじゅうフォルム）,そらをとぶ
レシラム,そらをとぶ
ゼクロム,そらをとぶ
ランドロス（けしんフォルム）,そらをとぶ
ランドロス（れいじゅうフォルム）,そらをとぶ
キュレム,そらをとぶ
キュレム（ブラックキュレム）,そらをとぶ
キュレム（ホワイトキュレム）,そらをとぶ
ゲノセクト,そらをとぶ
ヤヤコマ,そらをとぶ
ヒノヤコマ,そらをとぶ
ファイアロー,そらをとぶ
ルチャブル,そらをとぶ
オンバット,そらをとぶ
オンバーン,そらをとぶ
イベルタル,そらをとぶ
ツツケラ,そらをとぶ
ケララッパ,そらをとぶ
ドデカバシ,そらをとぶ
オドリドリ（ぱちぱちスタイル）,そらをとぶ
オドリドリ（ふらふらスタイル）,そらをとぶ
オドリドリ（まいまいスタイル）,そらをとぶ
オドリドリ（めらめらスタイル）,そらをとぶ
ジジーロン,そらをとぶ
カプ・コケコ,そらをとぶ
ルナアーラ,そらをとぶ
テッカグヤ,そらをとぶ
アーゴヨン,そらをとぶ
フシギダネ,たいあたり
フシギソウ,たいあたり
フシギバナ,たいあたり
ゼニガメ,たいあたり
カメール,たいあたり
カメックス,たいあたり
キャタピー,たいあたり
ポッポ,たいあたり
ピジョン,たいあたり
ピジョット,たいあたり
アローラコラッタ,たいあたり
コラッタ,たいあたり
アローララッタ,たいあたり
ラッタ,たいあたり
コンパン,たいあたり
モルフォン,たいあたり
アローライシツブテ,たいあたり
イシツブテ,たいあたり
アローラゴローン,たいあたり
ゴローン,たいあたり
アローラゴローニャ,たいあたり
ゴローニャ,たいあたり
ポニータ,たいあたり
ヤドン,たいあたり
ヤドラン,たいあたり
コイル,たいあたり
レアコイル,たいあたり
シェルダー,たいあたり
イワーク,たいあたり
ビリリダマ,たいあたり
マルマイン,たいあたり
ドガース,たいあたり
マタドガス,たいあたり
ヒトデマン,たいあたり
ケンタロス,たいあたり
コイキング,たいあたり
イーブイ,たいあたり
シャワーズ,たいあたり
サンダース,たいあたり
ブースター,たいあたり
ポリゴン,たいあたり
カビゴン,たいあたり
チコリータ,たいあたり
ベイリーフ,たいあたり
メガニウム,たいあたり
ヒノアラシ,たいあたり
マグマラシ,たいあたり
バクフーン,たいあたり
ホーホー,たいあたり
ヨルノズク,たいあたり
レディバ,たいあたり
レディアン,たいあたり
メリープ,たいあたり
モココ,たいあたり
デンリュウ,たいあたり
マリル,たいあたり
マリルリ,たいあたり
ハネッコ,たいあたり
ポポッコ,たいあたり
ワタッコ,たいあたり
ヤンヤンマ,たいあたり
エーフィ,たいあたり
ブラッキー,たいあたり
ヤドキング,たいあたり
キリンリキ,たいあたり
クヌギダマ,たいあたり
フォレトス,たいあたり
ハガネール,たいあたり
ブルー,たいあたり
グランブル,たいあたり
ハリーセン,たいあたり
ヘラクロス,たいあたり
ウリムー,たいあたり
サニーゴ,たいあたり
マンタイン,たいあたり
ゴマゾウ,たいあたり
ドンファン,たいあたり
ポリゴン2,たいあたり
オドシシ,たいあたり
バルキー,たいあたり
カポエラー,たいあたり
ミルタンク,たいあたり
ミズゴロウ,たいあたり
ヌマクロー,たいあたり
