p_name,m_name,m_type,m_tech,m_power,m_acc,m_pp
シンボラー,げんしのちから,いわ,特殊,60,100,5
シンボラー,アシストパワー,エスパー,特殊,20,100,10
シンボラー,さいみんじゅつ,エスパー,変化,0,60,20
シンボラー,サイケこうせん,エスパー,特殊,65,100,20
シンボラー,サイコウェーブ,エスパー,特殊,0,100,15
シンボラー,しんぴのまもり,ノーマル,変化,0,0,25
シンボラー,スキルスワップ,エスパー,変化,0,0,10
シンボラー,サイコキネシス,エスパー,特殊,90,100,10
シンボラー,サイコショック,エスパー,特殊,80,100,10
シンボラー,シグナルビーム,むし,特殊,75,100,15
シンボラー,マジックコート,エスパー,変化,0,0,15
シンボラー,マジックルーム,エスパー,変化,0,0,10
シンボラー,シンクロノイズ,エスパー,特殊,120,100,10
シンボラー,ソーラービーム,くさ,特殊,120,100,10
シンボラー,チャージビーム,でんき,特殊,50,90,10
シンボラー,マジカルシャイン,フェアリー,特殊,80,100,10
ジグザグマ,10まんボルト,でんき,特殊,90,100,15
ジグザグマ,ふぶき,こおり,特殊,110,70,5
ジグザグマ,いびき,ノーマル,特殊,50,100,15
ジグザグマ,いかり,ノーマル,物理,20,100,20
ジグザグマ,ずつき,ノーマル,物理,70,100,15
ジグザグマ,いばる,ノーマル,変化,0,85,15
ジグザグマ,ねごと,ノーマル,変化,0,0,10
ジグザグマ,ねむる,エスパー,変化,0,0,10
ジグザグマ,まもる,ノーマル,変化,0,0,10
ジグザグマ,おいうち,あく,物理,40,100,20
ジグザグマ,じたばた,ノーマル,物理,0,100,15
ジグザグマ,しんそく,ノーマル,物理,80,100,5
ジグザグマ,かみなり,でんき,特殊,110,70,10
ジグザグマ,とっしん,ノーマル,物理,90,85,20
ジグザグマ,どろぼう,あく,物理,60,100,25
ジグザグマ,ほしがる,ノーマル,物理,60,100,25
ジグザグマ,あまえる,フェアリー,変化,0,100,20
ジグザグマ,あまごい,みず,変化,0,0,5
ジグザグマ,くすぐる,ノーマル,変化,0,100,20
ジグザグマ,すなかけ,じめん,変化,0,100,15
ジグザグマ,てだすけ,ノーマル,変化,0,0,20
ジグザグマ,でんじは,でんき,変化,0,90,20
ジグザグマ,どくどく,どく,変化,0,90,10
ジグザグマ,トリック,エスパー,変化,0,100,10
ジグザグマ,なきごえ,ノーマル,変化,0,100,40
ジグザグマ,みがわり,ノーマル,変化,0,0,10
ジグザグマ,メロメロ,ノーマル,変化,0,100,15
ジグザグマ,どろかけ,じめん,特殊,20,100,10
ジグザグマ,なみのり,みず,特殊,90,100,15
ジグザグマ,りんしょう,ノーマル,特殊,60,100,15
ジグザグマ,おんがえし,ノーマル,物理,0,100,20
ジグザグマ,からげんき,ノーマル,物理,70,100,20
ジグザグマ,たいあたり,ノーマル,物理,40,100,35
ジグザグマ,とっておき,ノーマル,物理,140,100,5
ジグザグマ,なげつける,あく,物理,0,100,10
ジグザグマ,くさむすび,くさ,特殊,0,100,20
ジグザグマ,やつあたり,ノーマル,物理,0,100,20
ジグザグマ,かぎわける,ノーマル,変化,0,0,40
ジグザグマ,ギフトパス,ノーマル,変化,0,0,15
ジグザグマ,どろあそび,じめん,変化,0,0,15
ジグザグマ,にほんばれ,ほのお,変化,0,0,5
ジグザグマ,はらだいこ,ノーマル,変化,0,0,10
ジグザグマ,でんげきは,でんき,特殊,60,0,20
ジグザグマ,みずのはどう,みず,特殊,60,100,20
ジグザグマ,エコーボイス,ノーマル,特殊,40,100,15
ジグザグマ,タネばくだん,くさ,物理,80,100,15
ジグザグマ,ミサイルばり,むし,物理,25,95,20
ジグザグマ,こごえるかぜ,こおり,特殊,55,95,15
ジグザグマ,かげぶんしん,ノーマル,変化,0,0,15
ジグザグマ,しっぽをふる,ノーマル,変化,0,100,30
ジグザグマ,ふるいたてる,ノーマル,変化,0,0,30
ジグザグマ,ハイパーボイス,ノーマル,特殊,90,100,10
ジグザグマ,めざめるパワー,ノーマル,特殊,60,100,15
ジグザグマ,れいとうビーム,こおり,特殊,90,100,10
ジグザグマ,アイアンテール,はがね,物理,100,75,15
ジグザグマ,いかりのまえば,ノーマル,物理,0,90,10
ジグザグマ,ダストシュート,どく,物理,120,80,5
ジグザグマ,ロッククライム,ノーマル,物理,90,85,20
ジグザグマ,シンプルビーム,ノーマル,変化,0,100,15
ジグザグマ,つぶらなひとみ,フェアリー,変化,0,100,30
ジグザグマ,ないしょばなし,ノーマル,変化,0,0,20
ジグザグマ,シャドーボール,ゴースト,特殊,80,100,15
ジグザグマ,チャージビーム,でんき,特殊,50,90,10
ジジーロン,10まんボルト,でんき,特殊,90,100,15
ジジーロン,ふぶき,こおり,特殊,110,70,5
ジジーロン,いびき,ノーマル,特殊,50,100,15
ジジーロン,いかり,ノーマル,物理,20,100,20
ジジーロン,じしん,じめん,物理,100,100,10
ジジーロン,さわぐ,ノーマル,特殊,90,100,10
ジジーロン,ねごと,ノーマル,変化,0,0,10
ジジーロン,ねむる,エスパー,変化,0,0,10
ジジーロン,ほえる,ノーマル,変化,0,0,20
ジジーロン,まもる,ノーマル,変化,0,0,10
ジジーロン,ねっぷう,ほのお,特殊,95,90,10
ジジーロン,ぼうふう,ひこう,特殊,110,70,10
ジジーロン,げきりん,ドラゴン,物理,120,100,10
ジジーロン,じだんだ,じめん,物理,75,100,10
ジジーロン,じならし,じめん,物理,60,100,20
ジジーロン,かみなり,でんき,特殊,110,70,10
ジジーロン,あまごい,みず,変化,0,0,5
ジジーロン,おいかぜ,ひこう,変化,0,0,30
ジジーロン,てだすけ,ノーマル,変化,0,0,20
ジジーロン,でんじは,でんき,変化,0,90,20
ジジーロン,どくどく,どく,変化,0,90,10
ジジーロン,みがわり,ノーマル,変化,0,0,10
ジジーロン,めいそう,エスパー,変化,0,0,20
ジジーロン,メロメロ,ノーマル,変化,0,100,15
ジジーロン,たつまき,ドラゴン,特殊,40,100,20
ジジーロン,なみのり,みず,特殊,90,100,15
ジジーロン,りんしょう,ノーマル,特殊,60,100,15
ジジーロン,いわなだれ,いわ,物理,75,90,10
ジジーロン,おんがえし,ノーマル,物理,0,100,20
ジジーロン,がむしゃら,ノーマル,物理,0,100,5
ジジーロン,からげんき,ノーマル,物理,70,100,20
ジジーロン,じゃれつく,フェアリー,物理,90,90,10
ジジーロン,そらをとぶ,ひこう,物理,90,95,15
ジジーロン,かまいたち,ノーマル,特殊,80,100,10
ジジーロン,きあいだま,かくとう,特殊,120,70,5
ジジーロン,なげつける,あく,物理,0,100,10
ジジーロン,ばかぢから,かくとう,物理,120,100,5
ジジーロン,くさむすび,くさ,特殊,0,100,20
ジジーロン,やつあたり,ノーマル,物理,0,100,20
ジジーロン,きりばらい,ひこう,変化,0,0,15
ジジーロン,じこあんじ,ノーマル,変化,0,0,10
ジジーロン,しろいきり,こおり,変化,0,0,30
ジジーロン,にほんばれ,ほのお,変化,0,0,5
ジジーロン,はねやすめ,ひこう,変化,0,0,10
ジジーロン,へびにらみ,ノーマル,変化,0,100,30
ジジーロン,だいもんじ,ほのお,特殊,110,85,5
ジジーロン,でんげきは,でんき,特殊,60,0,20
ジジーロン,バークアウト,あく,特殊,55,95,15
ジジーロン,みずのはどう,みず,特殊,60,100,20
ジジーロン,エコーボイス,ノーマル,特殊,40,100,15
ジジーロン,こごえるかぜ,こおり,特殊,55,95,15
ジジーロン,かげぶんしん,ノーマル,変化,0,0,15
ジジーロン,とおせんぼう,ノーマル,変化,0,0,5
ジジーロン,なかよくする,ノーマル,変化,0,0,20
ジジーロン,ひかりのかべ,エスパー,変化,0,0,30
ジジーロン,ふるいたてる,ノーマル,変化,0,0,30
ジジーロン,じんつうりき,エスパー,特殊,80,100,20
ジジーロン,ハイパーボイス,ノーマル,特殊,90,100,10
ジジーロン,はかいこうせん,ノーマル,特殊,150,90,5
ジジーロン,めざめるパワー,ノーマル,特殊,60,100,15
ジジーロン,りゅうのいかり,ドラゴン,特殊,0,100,10
ジジーロン,りゅうのいぶき,ドラゴン,特殊,60,100,20
ジジーロン,りゅうのはどう,ドラゴン,特殊,85,100,10
ジジーロン,れいとうビーム,こおり,特殊,90,100,10
ジジーロン,エナジーボール,くさ,特殊,90,100,10
ジジーロン,ギガインパクト,ノーマル,物理,150,90,5
ジジーロン,しぜんのめぐみ,ノーマル,物理,0,100,15
ジジーロン,シャドークロー,ゴースト,物理,70,100,15
ジジーロン,かえんほうしゃ,ほのお,特殊,90,100,15
ジジーロン,ドラゴンクロー,ドラゴン,物理,80,100,15
ジジーロン,ドラゴンダイブ,ドラゴン,物理,100,75,10
ジジーロン,ドラゴンテール,ドラゴン,物理,60,90,10
ジジーロン,はがねのつばさ,はがね,物理,70,90,25
ジジーロン,しぜんのちから,ノーマル,変化,0,0,20
ジジーロン,しんぴのまもり,ノーマル,変化,0,0,25
ジジーロン,ないしょばなし,ノーマル,変化,0,0,20
ジジーロン,シグナルビーム,むし,特殊,75,100,15
ジジーロン,シャドーボール,ゴースト,特殊,80,100,15
ジジーロン,ソーラービーム,くさ,特殊,120,100,10
ジバコイル,10まんボルト,でんき,特殊,90,100,15
ジバコイル,いびき,ノーマル,特殊,50,100,15
ジバコイル,いばる,ノーマル,変化,0,85,15
ジバコイル,ねごと,ノーマル,変化,0,0,10
ジバコイル,ねむる,エスパー,変化,0,0,10
ジバコイル,まもる,ノーマル,変化,0,0,10
ジバコイル,ほうでん,でんき,特殊,80,100,15
ジバコイル,スパーク,でんき,物理,65,100,20
ジバコイル,かみなり,でんき,特殊,110,70,10
ジバコイル,あまごい,みず,変化,0,0,5
ジバコイル,てっぺき,はがね,変化,0,0,15
ジバコイル,でんじは,でんき,変化,0,90,20
ジバコイル,どくどく,どく,変化,0,90,10
ジバコイル,バリアー,エスパー,変化,0,0,20
ジバコイル,みがわり,ノーマル,変化,0,0,10
ジバコイル,りんしょう,ノーマル,特殊,60,100,15
ジバコイル,おんがえし,ノーマル,物理,0,100,20
ジバコイル,からげんき,ノーマル,物理,70,100,20
ジバコイル,たいあたり,ノーマル,物理,40,100,35
ジバコイル,やつあたり,ノーマル,物理,0,100,20
ジバコイル,いやなおと,ノーマル,変化,0,85,40
ジバコイル,じこあんじ,ノーマル,変化,0,0,10
ジバコイル,じばそうさ,でんき,変化,0,0,20
ジバコイル,にほんばれ,ほのお,変化,0,0,5
ジバコイル,リサイクル,ノーマル,変化,0,0,10
ジバコイル,ロックオン,ノーマル,変化,0,0,5
ジバコイル,でんげきは,でんき,特殊,60,0,20
ジバコイル,でんじほう,でんき,特殊,120,50,5
ジバコイル,ミラーコート,エスパー,特殊,0,100,20
ジバコイル,エレキネット,でんき,特殊,55,95,15
ジバコイル,エレキボール,でんき,特殊,0,100,10
ジバコイル,だいばくはつ,ノーマル,物理,250,100,5
ジバコイル,かげぶんしん,ノーマル,変化,0,0,15
ジバコイル,きんぞくおん,はがね,変化,0,85,40
ジバコイル,じゅうりょく,エスパー,変化,0,0,5
ジバコイル,ちょうおんぱ,ノーマル,変化,0,55,20
ジバコイル,でんじふゆう,でんき,変化,0,0,10
ジバコイル,ひかりのかべ,エスパー,変化,0,0,30
ジバコイル,リフレクター,エスパー,変化,0,0,20
ジバコイル,はかいこうせん,ノーマル,特殊,150,90,5
ジバコイル,ボルトチェンジ,でんき,特殊,70,100,20
ジバコイル,ミラーショット,はがね,特殊,65,85,10
ジバコイル,めざめるパワー,ノーマル,特殊,60,100,15
ジバコイル,ラスターカノン,はがね,特殊,80,100,10
ジバコイル,アイアンヘッド,はがね,物理,80,100,15
ジバコイル,ギガインパクト,ノーマル,物理,150,90,5
ジバコイル,ジャイロボール,はがね,物理,0,100,5
ジバコイル,マグネットボム,はがね,物理,60,0,20
ジバコイル,ワイルドボルト,でんき,物理,90,100,15
ジバコイル,サイドチェンジ,エスパー,変化,0,0,15
ジバコイル,ないしょばなし,ノーマル,変化,0,0,20
ジバコイル,シグナルビーム,むし,特殊,75,100,15
ジバコイル,マジックコート,エスパー,変化,0,0,15
ジバコイル,ソニックブーム,ノーマル,特殊,0,90,20
ジバコイル,チャージビーム,でんき,特殊,50,90,10
ジバコイル,でんきショック,でんき,特殊,40,100,30
ジバコイル,トライアタック,ノーマル,特殊,80,100,10
ジバコイル,エレキフィールド,でんき,変化,0,0,10
ジャノビー,いびき,ノーマル,特殊,50,100,15
ジャノビー,きつけ,ノーマル,物理,70,100,10
ジャノビー,いえき,どく,変化,0,100,10
ジャノビー,おいうち,あく,物理,40,100,20
ジャノビー,まきつく,ノーマル,物理,15,90,20
ジャノビー,どくどく,どく,変化,0,90,10
ジャノビー,みがわり,ノーマル,変化,0,0,10
ジャノビー,メロメロ,ノーマル,変化,0,100,15
ジャノビー,ゆうわく,ノーマル,変化,0,100,20
ジャノビー,よこどり,あく,変化,0,0,10
ジャノビー,たつまき,ドラゴン,特殊,40,100,20
ジャノビー,いあいぎり,ノーマル,物理,50,95,30
ジャノビー,しめつける,ノーマル,物理,15,85,20
ジャノビー,たいあたり,ノーマル,物理,40,100,35
ジャノビー,つるのムチ,くさ,物理,45,100,25
ジャノビー,くさむすび,くさ,特殊,0,100,20
ジャノビー,いちゃもん,あく,変化,0,100,15
ジャノビー,きりばらい,ひこう,変化,0,0,15
ジャノビー,せいちょう,ノーマル,変化,0,0,40
ジャノビー,ちょうはつ,あく,変化,0,100,20
ジャノビー,にほんばれ,ほのお,変化,0,0,5
ジャノビー,フラッシュ,ノーマル,変化,0,100,20
ジャノビー,へびにらみ,ノーマル,変化,0,100,30
ジャノビー,しぼりとる,ノーマル,特殊,0,100,5
ジャノビー,ミラーコート,エスパー,特殊,0,100,20
ジャノビー,メガドレイン,くさ,特殊,40,100,15
ジャノビー,アクアテール,みず,物理,90,90,10
ジャノビー,たたきつける,ノーマル,物理,80,75,20
ジャノビー,タネばくだん,くさ,物理,80,100,15
ジャノビー,つばめがえし,ひこう,物理,60,0,20
ジャノビー,ギガドレイン,くさ,特殊,75,100,10
ジャノビー,はたきおとす,あく,物理,65,100,20
ジャノビー,あまいかおり,ノーマル,変化,0,100,20
ジャノビー,こうごうせい,くさ,変化,0,0,5
ジャノビー,つるぎのまい,ノーマル,変化,0,0,20
ジャノビー,とぐろをまく,どく,変化,0,0,20
ジャノビー,なやみのタネ,くさ,変化,0,100,10
ジャノビー,マジカルリーフ,くさ,特殊,60,0,20
ジャノビー,リーフストーム,くさ,特殊,130,90,5
ジャノビー,アイアンテール,はがね,物理,100,75,15
ジャノビー,エナジーボール,くさ,特殊,90,100,10
ジャノビー,しぜんのめぐみ,ノーマル,物理,0,100,15
ジャノビー,ひみつのちから,ノーマル,物理,70,100,20
ジャノビー,グラスミキサー,くさ,特殊,65,90,10
ジャノビー,リーフブレード,くさ,物理,90,100,15
ジャノビー,くろいまなざし,ノーマル,変化,0,0,5
ジャノビー,しんぴのまもり,ノーマル,変化,0,0,25
ジャノビー,やどりぎのタネ,くさ,変化,0,90,10
ジャノビー,ソーラービーム,くさ,特殊,120,100,10
ジャノビー,グラスフィールド,くさ,変化,0,0,10
ジャランゴ,いびき,ノーマル,特殊,50,100,15
ジャランゴ,がまん,ノーマル,物理,0,0,10
ジャランゴ,じしん,じめん,物理,100,100,10
ジャランゴ,ずつき,ノーマル,物理,70,100,15
ジャランゴ,いばる,ノーマル,変化,0,85,15
ジャランゴ,さわぐ,ノーマル,特殊,90,100,10
ジャランゴ,ねごと,ノーマル,変化,0,0,10
ジャランゴ,ねむる,エスパー,変化,0,0,10
ジャランゴ,ほえる,ノーマル,変化,0,0,20
ジャランゴ,まもる,ノーマル,変化,0,0,10
ジャランゴ,げきりん,ドラゴン,物理,120,100,10
ジャランゴ,けたぐり,かくとう,物理,0,100,20
ジャランゴ,じならし,じめん,物理,60,100,20
ジャランゴ,みねうち,ノーマル,物理,40,100,40
ジャランゴ,おたけび,ノーマル,変化,0,100,30
ジャランゴ,てっぺき,はがね,変化,0,0,15
ジャランゴ,どくどく,どく,変化,0,90,10
ジャランゴ,みがわり,ノーマル,変化,0,0,10
ジャランゴ,メロメロ,ノーマル,変化,0,100,15
ジャランゴ,りんしょう,ノーマル,特殊,60,100,15
ジャランゴ,いわなだれ,いわ,物理,75,90,10
ジャランゴ,おんがえし,ノーマル,物理,0,100,20
ジャランゴ,カウンター,かくとう,物理,0,100,20
ジャランゴ,からげんき,ノーマル,物理,70,100,20
ジャランゴ,かわらわり,かくとう,物理,75,100,15
ジャランゴ,たいあたり,ノーマル,物理,40,100,35
ジャランゴ,きあいだま,かくとう,特殊,120,70,5
ジャランゴ,なげつける,あく,物理,0,100,10
ジャランゴ,ぶんまわす,あく,物理,65,100,20
ジャランゴ,やつあたり,ノーマル,物理,0,100,20
ジャランゴ,いやなおと,ノーマル,変化,0,85,40
ジャランゴ,こわいかお,ノーマル,変化,0,100,10
ジャランゴ,すなあらし,いわ,変化,0,0,10
ジャランゴ,ちょうはつ,あく,変化,0,100,20
ジャランゴ,アクアテール,みず,物理,90,90,10
ジャランゴ,エコーボイス,ノーマル,特殊,40,100,15
ジャランゴ,きしかいせい,かくとう,物理,0,100,15
ジャランゴ,シザークロス,むし,物理,80,100,15
ジャランゴ,しっぺがえし,あく,物理,50,100,10
ジャランゴ,つばめがえし,ひこう,物理,60,0,20
ジャランゴ,かげぶんしん,ノーマル,変化,0,0,15
ジャランゴ,つるぎのまい,ノーマル,変化,0,0,20
ジャランゴ,にらみつける,ノーマル,変化,0,100,30
ジャランゴ,ビルドアップ,かくとう,変化,0,0,20
ジャランゴ,ふるいたてる,ノーマル,変化,0,0,30
ジャランゴ,ボディパージ,はがね,変化,0,0,15
ジャランゴ,りゅうのまい,ドラゴン,変化,0,0,20
ジャランゴ,めざめるパワー,ノーマル,特殊,60,100,15
ジャランゴ,りゅうのいぶき,ドラゴン,特殊,60,100,20
ジャランゴ,りゅうのはどう,ドラゴン,特殊,85,100,10
ジャランゴ,アイアンテール,はがね,物理,100,75,15
ジャランゴ,アイアンヘッド,はがね,物理,80,100,15
ジャランゴ,がんせきふうじ,いわ,物理,60,95,15
ジャランゴ,シャドークロー,ゴースト,物理,70,100,15
ジャランゴ,スカイアッパー,かくとう,物理,85,90,15
ジャランゴ,ダブルチョップ,ドラゴン,物理,40,90,15
ジャランゴ,ドラゴンクロー,ドラゴン,物理,80,100,15
ジャランゴ,ドラゴンテール,ドラゴン,物理,60,90,10
ジャランゴ,ドレインパンチ,かくとう,物理,75,100,10
ジャランゴ,しんぴのまもり,ノーマル,変化,0,0,25
ジャランゴ,ないしょばなし,ノーマル,変化,0,0,20
ジャローダ,いびき,ノーマル,特殊,50,100,15
ジャローダ,きつけ,ノーマル,物理,70,100,10
ジャローダ,いえき,どく,変化,0,100,10
ジャローダ,おいうち,あく,物理,40,100,20
ジャローダ,かいりき,ノーマル,物理,80,100,15
ジャローダ,げきりん,ドラゴン,物理,120,100,10
ジャローダ,まきつく,ノーマル,物理,15,90,20
ジャローダ,どくどく,どく,変化,0,90,10
ジャローダ,みがわり,ノーマル,変化,0,0,10
ジャローダ,メロメロ,ノーマル,変化,0,100,15
ジャローダ,ゆうわく,ノーマル,変化,0,100,20
ジャローダ,よこどり,あく,変化,0,0,10
ジャローダ,たつまき,ドラゴン,特殊,40,100,20
ジャローダ,いあいぎり,ノーマル,物理,50,95,30
ジャローダ,いわくだき,かくとう,物理,40,100,15
ジャローダ,しめつける,ノーマル,物理,15,85,20
ジャローダ,たいあたり,ノーマル,物理,40,100,35
ジャローダ,つるのムチ,くさ,物理,45,100,25
ジャローダ,くさむすび,くさ,特殊,0,100,20
ジャローダ,いちゃもん,あく,変化,0,100,15
ジャローダ,きりばらい,ひこう,変化,0,0,15
ジャローダ,せいちょう,ノーマル,変化,0,0,40
ジャローダ,ちょうはつ,あく,変化,0,100,20
ジャローダ,にほんばれ,ほのお,変化,0,0,5
ジャローダ,フラッシュ,ノーマル,変化,0,100,20
ジャローダ,へびにらみ,ノーマル,変化,0,100,30
ジャローダ,しぼりとる,ノーマル,特殊,0,100,5
ジャローダ,ミラーコート,エスパー,特殊,0,100,20
ジャローダ,メガドレイン,くさ,特殊,40,100,15
ジャローダ,アクアテール,みず,物理,90,90,10
ジャローダ,たたきつける,ノーマル,物理,80,75,20
ジャローダ,タネばくだん,くさ,物理,80,100,15
ジャローダ,つばめがえし,ひこう,物理,60,0,20
ジャローダ,ギガドレイン,くさ,特殊,75,100,10
ジャローダ,はたきおとす,あく,物理,65,100,20
ジャローダ,あまいかおり,ノーマル,変化,0,100,20
ジャローダ,こうごうせい,くさ,変化,0,0,5
ジャローダ,つるぎのまい,ノーマル,変化,0,0,20
ジャローダ,とぐろをまく,どく,変化,0,0,20
ジャローダ,なやみのタネ,くさ,変化,0,100,10
ジャローダ,マジカルリーフ,くさ,特殊,60,0,20
ジャローダ,リーフストーム,くさ,特殊,130,90,5
ジャローダ,りゅうのはどう,ドラゴン,特殊,85,100,10
ジャローダ,アイアンテール,はがね,物理,100,75,15
ジャローダ,エナジーボール,くさ,特殊,90,100,10
ジャローダ,しぜんのめぐみ,ノーマル,物理,0,100,15
ジャローダ,ドラゴンテール,ドラゴン,物理,60,90,10
ジャローダ,ひみつのちから,ノーマル,物理,70,100,20
ジャローダ,グラスミキサー,くさ,特殊,65,90,10
ジャローダ,リーフブレード,くさ,物理,90,100,15
ジャローダ,くろいまなざし,ノーマル,変化,0,0,5
ジャローダ,しんぴのまもり,ノーマル,変化,0,0,25
ジャローダ,やどりぎのタネ,くさ,変化,0,90,10
ジャローダ,ソーラービーム,くさ,特殊,120,100,10
ジャローダ,グラスフィールド,くさ,変化,0,0,10
ジュカイン,いびき,ノーマル,特殊,50,100,15
ジュカイン,きつけ,ノーマル,物理,70,100,10
ジュカイン,じしん,じめん,物理,100,100,10
ジュカイン,はたく,ノーマル,物理,40,100,35
ジュカイン,いばる,ノーマル,変化,0,85,15
ジュカイン,ねごと,ノーマル,変化,0,0,10
ジュカイン,ねむる,エスパー,変化,0,0,10
ジュカイン,ほえる,ノーマル,変化,0,0,20
ジュカイン,まもる,ノーマル,変化,0,0,10
ジュカイン,みきり,かくとう,変化,0,0,5
ジュカイン,おいうち,あく,物理,40,100,20
ジュカイン,げきりん,ドラゴン,物理,120,100,10
ジュカイン,けたぐり,かくとう,物理,0,100,20
ジュカイン,じならし,じめん,物理,60,100,20
ジュカイン,つじぎり,あく,物理,70,100,15
ジュカイン,かみなり,でんき,特殊,110,70,10
ジュカイン,にどげり,かくとう,物理,30,100,30
ジュカイン,みねうち,ノーマル,物理,40,100,40
ジュカイン,くさぶえ,くさ,変化,0,55,15
ジュカイン,どくどく,どく,変化,0,90,10
ジュカイン,みがわり,ノーマル,変化,0,0,10
ジュカイン,メロメロ,ノーマル,変化,0,100,15
ジュカイン,すいとる,くさ,特殊,20,100,25
ジュカイン,りんしょう,ノーマル,特殊,60,100,15
ジュカイン,いわなだれ,いわ,物理,75,90,10
ジュカイン,おんがえし,ノーマル,物理,0,100,20
ジュカイン,かみくだく,あく,物理,80,100,15
ジュカイン,がむしゃら,ノーマル,物理,0,100,5
ジュカイン,からげんき,ノーマル,物理,70,100,20
ジュカイン,かわらわり,かくとう,物理,75,100,15
ジュカイン,じごくづき,あく,物理,80,100,15
ジュカイン,かまいたち,ノーマル,特殊,80,100,10
ジュカイン,きあいだま,かくとう,特殊,120,70,5
ジュカイン,なげつける,あく,物理,0,100,10
ジュカイン,くさむすび,くさ,特殊,0,100,20
ジュカイン,ぶんまわす,あく,物理,65,100,20
ジュカイン,やつあたり,ノーマル,物理,0,100,20
ジュカイン,ローキック,かくとう,物理,65,100,20
ジュカイン,とぎすます,ノーマル,変化,0,0,30
ジュカイン,どろあそび,じめん,変化,0,0,15
ジュカイン,にほんばれ,ほのお,変化,0,0,5
ジュカイン,メガドレイン,くさ,特殊,40,100,15
ジュカイン,アクロバット,ひこう,物理,55,100,15
ジュカイン,きあいパンチ,かくとう,物理,150,100,20
ジュカイン,シザークロス,むし,物理,80,100,15
ジュカイン,たたきつける,ノーマル,物理,80,75,20
ジュカイン,タネばくだん,くさ,物理,80,100,15
ジュカイン,つばめがえし,ひこう,物理,60,0,20
ジュカイン,ギガドレイン,くさ,特殊,75,100,10
ジュカイン,れんぞくぎり,むし,物理,40,95,20
ジュカイン,かげぶんしん,ノーマル,変化,0,0,15
ジュカイン,こうごうせい,くさ,変化,0,0,5
ジュカイン,つるぎのまい,ノーマル,変化,0,0,20
ジュカイン,なやみのタネ,くさ,変化,0,100,10
ジュカイン,にらみつける,ノーマル,変化,0,100,30
ジュカイン,ふるいたてる,ノーマル,変化,0,0,30
ジュカイン,はかいこうせん,ノーマル,特殊,150,90,5
ジュカイン,マジカルリーフ,くさ,特殊,60,0,20
ジュカイン,めざめるパワー,ノーマル,特殊,60,100,15
ジュカイン,リーフストーム,くさ,特殊,130,90,5
ジュカイン,りゅうのいぶき,ドラゴン,特殊,60,100,20
ジュカイン,りゅうのはどう,ドラゴン,特殊,85,100,10
ジュカイン,アイアンテール,はがね,物理,100,75,15
ジュカイン,エナジーボール,くさ,特殊,90,100,10
ジュカイン,かみなりパンチ,でんき,物理,75,100,15
ジュカイン,がんせきふうじ,いわ,物理,60,95,15
ジュカイン,ギガインパクト,ノーマル,物理,150,90,5
ジュカイン,しぜんのめぐみ,ノーマル,物理,0,100,15
ジュカイン,タネマシンガン,くさ,物理,25,100,30
ジュカイン,ダブルチョップ,ドラゴン,物理,40,90,15
ジュカイン,でんこうせっか,ノーマル,物理,40,100,30
ジュカイン,ドラゴンクロー,ドラゴン,物理,80,100,15
ジュカイン,ドレインパンチ,かくとう,物理,75,100,10
ジュカイン,ブレイククロー,ノーマル,物理,75,95,10
ジュカイン,リーフブレード,くさ,物理,90,100,15
ジュカイン,こうそくいどう,エスパー,変化,0,0,30
ジュカイン,しぜんのちから,ノーマル,変化,0,0,20
ジュカイン,しんぴのまもり,ノーマル,変化,0,0,25
ジュカイン,ないしょばなし,ノーマル,変化,0,0,20
ジュカイン,ファストガード,かくとう,変化,0,0,15
ジュカイン,やどりぎのタネ,くさ,変化,0,90,10
ジュカイン,ソーラービーム,くさ,特殊,120,100,10
ジュカイン,グラスフィールド,くさ,変化,0,0,10
ジュプトル,いびき,ノーマル,特殊,50,100,15
ジュプトル,きつけ,ノーマル,物理,70,100,10
ジュプトル,はたく,ノーマル,物理,40,100,35
ジュプトル,いばる,ノーマル,変化,0,85,15
ジュプトル,ねごと,ノーマル,変化,0,0,10
ジュプトル,ねむる,エスパー,変化,0,0,10
ジュプトル,まもる,ノーマル,変化,0,0,10
ジュプトル,みきり,かくとう,変化,0,0,5
ジュプトル,おいうち,あく,物理,40,100,20
ジュプトル,けたぐり,かくとう,物理,0,100,20
ジュプトル,かみなり,でんき,特殊,110,70,10
ジュプトル,にどげり,かくとう,物理,30,100,30
ジュプトル,みねうち,ノーマル,物理,40,100,40
ジュプトル,くさぶえ,くさ,変化,0,55,15
ジュプトル,どくどく,どく,変化,0,90,10
ジュプトル,みがわり,ノーマル,変化,0,0,10
ジュプトル,メロメロ,ノーマル,変化,0,100,15
ジュプトル,すいとる,くさ,特殊,20,100,25
ジュプトル,りんしょう,ノーマル,特殊,60,100,15
ジュプトル,いわなだれ,いわ,物理,75,90,10
ジュプトル,おんがえし,ノーマル,物理,0,100,20
ジュプトル,かみくだく,あく,物理,80,100,15
ジュプトル,がむしゃら,ノーマル,物理,0,100,5
ジュプトル,からげんき,ノーマル,物理,70,100,20
ジュプトル,かわらわり,かくとう,物理,75,100,15
ジュプトル,かまいたち,ノーマル,特殊,80,100,10
ジュプトル,なげつける,あく,物理,0,100,10
ジュプトル,くさむすび,くさ,特殊,0,100,20
ジュプトル,やつあたり,ノーマル,物理,0,100,20
ジュプトル,ローキック,かくとう,物理,65,100,20
ジュプトル,どろあそび,じめん,変化,0,0,15
